year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2016,Moonlight,tt4975722,R,111,Drama,8.5,99,"A timeless story of human self-discovery and connection, Moonlight chronicles the life of a young black man from childhood to adulthood as he struggles to find his place in the world while growing up in a rough neighborhood of Miami.",14324,11480000,2016-11-18,136,217,15,24,79,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,8,Best Motion Picture of the Year|Best Performance by an Actor in a Supporting Role|Best Adapted Screenplay|Best Performance by an Actress in a Supporting Role|Best Achievement in Directing|Best Achievement in Cinematography|Best Achievement in Film Editing|Best Achievement in Music Written for Motion Pictures (Original Score),1,Best Motion Picture - Drama,6,Best Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Director - Motion Picture|Best Screenplay - Motion Picture|Best Original Score - Motion Picture,0,,4,Best Film|Best Supporting Actor|Best Supporting Actress|Best Screenplay (Original),1,Outstanding Performance by a Male Actor in a Supporting Role,3,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Supporting Role,2,Best Supporting Actor|Best Acting Ensemble,10,Best Supporting Actor|Best Acting Ensemble|Best Picture|Best Supporting Actress|Best Young Actor/Actress|Best Director|Best Original Screenplay|Best Cinematography|Best Editing|Best Score,0,,1,Outstanding Directorial Achievement in Feature Film,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,1,Original Screenplay,0,,0,,1,Best Supporting Actor,11,"Best Breakthrough Performance - Male|Best Casting|Best Cinematography|Best Director|Best Ensemble|Best Film Editing|Best Picture|Best Supporting Actor|Best Supporting Actress|Best Writing, Screenplay Based on Material from Another Medium|Best Youth Performance",4,Best Picture|Best Director|Best Supporting Actor|Best Supporting Actress,7,Best Picture|Best Director|Best Supporting Actor|Best Supporting Actress|Best Adapted Screenplay|Best Editing|Best Cinematography,0,,0,,0,,7,Film of the Year|Director of the Year|Screenwriter of the Year|Supporting Actor of the Year|Supporting Actress of the Year|British/Irish Actress of the Year|Technical Achievement of the Year,0,,1,Best Edited Feature Film - Dramatic,1,Breakthrough Actress,1,Breakthrough Actress,5,Best Film|Best Director|Best Supporting Actor|Best Original Screenplay|,10,Best Film|Best Director|Best Supporting Actor|Best Original Screenplay||Best Supporting Actor|Best Supporting Actress|Best Cinematography||,0,,6,Best Picture|Best Director|Best Supporting Actor|Best Supporting Actress|Best Adapted Screenplay|Best Original Score,2,Best Supporting Actor|Best Ensemble Cast,3,Best Supporting Actor|Best Ensemble Cast|Best Cinematography,3,Best Director|Best Supporting Actor|Best Cinematographer,3,Best Director|Best Supporting Actor|Best Cinematographer,4,Best Picture|Best Director|Best Supporting Actor|Best Cinematography,4,Best Picture|Best Director|Best Supporting Actor|Best Cinematography,2016,11,18,5
2017,Dunkirk,tt5013056,PG-13,106,Action|Drama|History,8.10000038,94,"Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",331183,188370000,2017-07-21,1679,580,26,9,43,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8,Best Achievement in Film Editing|Best Achievement in Music Written for Motion Pictures (Original Score)|Best Achievement in Sound Editing|Best Motion Picture of the Year|Best Achievement in Directing|Best Achievement in Cinematography|Best Achievement in Sound Mixing|Best Achievement in Production Design,0,,3,Best Motion Picture - Drama|Best Director - Motion Picture|Best Original Score - Motion Picture,1,Best Sound,8,Best Sound|Best Editing|Best Production Design|Original Music|Best Film|Best Cinematography|Best Achievement in Special Visual Effects|David Lean Award for Direction,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,1,Best Editing,8,Best Editing|Best Acting Ensemble|Best Director|Best Picture|Best Cinematography|Best Visual Effects|Best Production Design|Best Score,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Period Film,0,,0,,0,,1,Excellence in Period Film,0,,2,Best Director|Best Sound Mixing,1,Best Director,4,Best Director|Best Picture|Best Editing|Best Cinematography,0,,0,,1,British/Irish Film of the Year,5,British/Irish Film of the Year|Film of the Year|Director of the Year|Young British/Irish Performer of the Year|Technical Achievement of the Year,1,Best Edited Feature Film - Dramatic,1,Best Edited Feature Film - Dramatic,0,,0,,0,,1,Best Film,2,Best Director|Best Original Score,4,Best Director|Best Original Score|Best Picture|Best Visual Effects,1,Best Cinematography,1,Best Cinematography,0,,0,,1,Best Editing,1,Best Editing,2017,7,21,5
2017,"Three Billboards Outside Ebbing, Missouri",tt5027774,R,115,Crime|Drama,8.30000019,88,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,71689,37250000,,369,408,4,22,57,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,7,Best Motion Picture of the Year|Best Performance by an Actress in a Leading Role|Best Performance by an Actor in a Supporting Role|Best Performance by an Actor in a Supporting Role|Best Achievement in Music Written for Motion Pictures (Original Score)|Best Original Screenplay|Best Achievement in Film Editing,4,Best Motion Picture - Drama|Best Screenplay - Motion Picture|Best Performance by an Actress in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture,6,Best Motion Picture - Drama|Best Screenplay - Motion Picture|Best Performance by an Actress in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Director - Motion Picture|Best Original Score - Motion Picture,5,Best Film|Outstanding British Film of the Year|Best Leading Actress|Best Supporting Actor|Best Screenplay (Original),9,Best Film|Outstanding British Film of the Year|Best Leading Actress|Best Supporting Actor|Best Screenplay (Original)|Best Supporting Actor|Best Cinematography|Best Editing|David Lean Award for Direction,3,Outstanding Performance by a Female Actor in a Leading Role|Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role,4,Outstanding Performance by a Female Actor in a Leading Role|Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role|Outstanding Performance by a Male Actor in a Supporting Role,3,Best Actress|Best Supporting Actor|Best Acting Ensemble,6,Best Actress|Best Supporting Actor|Best Acting Ensemble|Best Original Screenplay|Best Picture|Best Director,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,0,,0,,1,Excellence in Contemporary Film,0,,4,Best Actress|Best Supporting Actor|Best Ensemble|Best Movie Trailer,2,Best Supporting Actor|Best Ensemble,5,Best Supporting Actor|Best Ensemble|Best Picture|Best Actress|Best Original Screenplay,0,,0,,3,Actress of the Year|Film of the Year|Screenwriter of the Year,7,Actress of the Year|Film of the Year|Screenwriter of the Year|British/Irish Film of the Year|Director of the Year|Supporting Actor of the Year|Supporting Actor of the Year,0,,1,Best Edited Feature Film - Comedy,1,Supporting Actor of the Year,1,Supporting Actor of the Year,1,Best Actress,2,Best Actress|Best Film,0,,4,Best Actress|Best Supporting Actor|Best Supporting Actor|Best Original Screenplay,0,,1,Best Supporting Actor,0,,0,,0,,3,Best Supporting Actor|Best Screenplay|Best Actress,,,,
2017,Get Out,tt5052448,R,104,Horror|Mystery|Thriller,7.69999981,84,"It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.",241946,175850000,2017-02-24,832,633,15,17,46,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,4,Best Motion Picture of the Year|Best Performance by an Actor in a Leading Role|Best Achievement in Directing|Best Original Screenplay,0,,2,Best Motion Picture - Musical or Comedy|Best Performance by an Actor in a Motion Picture - Musical or Comedy,0,,2,Best Screenplay (Original)|Best Leading Actor,0,,2,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Male Actor in a Leading Role,2,Best Original Screenplay|Best Sci-Fi/Horror Movie,5,Best Original Screenplay|Best Sci-Fi/Horror Movie|Best Picture|Best Actor|Best Director,1,Outstanding Directorial Achievement of a First-Time Feature Film Director,2,Outstanding Directorial Achievement of a First-Time Feature Film Director|Outstanding Directorial Achievement in Motion Pictures,1,Stanley Kramer Award,2,Stanley Kramer Award|Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,1,Original Screenplay,1,Original Screenplay,0,,1,Excellence in Contemporary Film,0,,5,Best Actor|Best Breakthrough Performance: Male|Best Director|Best Feature Debut|Most Cinematic Moment,2,Best Picture|Best Original Screenplay,6,Best Picture|Best Original Screenplay|Best Actor|Best Director|Best Ensemble|Best Breakthrough Performance,0,,0,,1,British/Irish Actor of the Year,4,British/Irish Actor of the Year|Film of the Year|Screenwriter of the Year|Actor of the Year,0,,1,Best Edited Feature Film - Comedy,0,,0,,3,Best Film|Best Original Screenplay|Best First Film,3,Best Film|Best Original Screenplay|Best First Film,2,Best Original Screenplay|Best Science-Fiction/Horror Film,4,Best Original Screenplay|Best Science-Fiction/Horror Film|Best Picture|Best Director,2,Best Actor|Best New Filmmaker,3,Best Actor|Best New Filmmaker|Best Screenplay,1,Best First Film,1,Best First Film,1,Best Screenplay,1,Best Screenplay,2017,2,24,5
2016,Jim: The James Foley Story,tt5278466,TV-MA,111,Documentary|Biography,7.80000019,73,"An in-depth look at the life and work of American journalist James Foley, who was killed by ISIS terrorists in 2014.",631,,2016-09-02,3,19,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Achievement in Music Written for Motion Pictures, Original Song",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2016,9,2,5
2017,All the Money in the World,tt5294550,R,132,Biography|Crime|Drama,7.0999999,72,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,11044,24530000,2017-12-25,94,193,51,0,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Best Performance by an Actor in a Supporting Role,0,,3,Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Motion Picture - Drama|Best Director - Motion Picture,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2017,12,25,1
2017,Marshall,tt5301662,PG-13,118,Biography|Drama,7.19999981,66,"About a young Thurgood Marshall, the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",4799,10050000,,37,67,301,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Music Written for Motion Pictures (Original Song),0,,0,,0,,0,,0,,0,,0,,1,Best Song,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Song of the Year,1,Song of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,
2017,The Big Sick,tt5462602,R,120,Comedy|Drama|Romance,7.69999981,86,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",67615,42870000,2017-07-14,222,300,82,3,21,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Best Original Screenplay,0,,0,,0,,0,,0,,2,Outstanding Performance by a Cast in a Motion Picture|Outstanding Performance by a Female Actor in a Supporting Role,1,Best Comedy,6,Best Comedy|Best Supporting Actress|Best Original Screenplay|Best Actress in a Comedy|Best Picture|Best Actor in a Comedy,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,1,Original Screenplay,0,,0,,0,,3,Best Supporting Actress|Best Breakthrough Performance: Male|Best Feature Debut,0,,1,Best Supporting Actress,0,,0,,0,,1,Supporting Actress of the Year,0,,0,,1,Comedy Ensemble of the Year,1,Comedy Ensemble of the Year,0,,1,Best Film,1,Best Comedy Film,4,Best Comedy Film|Best Supporting Actor|Best Supporting Actress|Best Original Screenplay,0,,0,,0,,0,,0,,0,,2017,7,14,5
2017,"I, Tonya",tt5580036,R,120,Biography|Comedy|Drama,7.69999981,77,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",23050,18900000,2018-01-19,122,185,14,10,36,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,3,Best Performance by an Actress in a Leading Role|Best Performance by an Actress in a Supporting Role|Best Achievement in Film Editing,1,Best Performance by an Actress in a Supporting Role in a Motion Picture,3,Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Motion Picture - Musical or Comedy|Best Performance by an Actress in a Motion Picture - Musical or Comedy,1,Best Supporting Actress,5,Best Supporting Actress|Best Make Up/Hair|Best Leading Actress|Best Screenplay (Original)|Best Costume Design,1,Outstanding Performance by a Female Actor in a Supporting Role,2,Outstanding Performance by a Female Actor in a Supporting Role|Outstanding Performance by a Female Actor in a Leading Role,2,Best Supporting Actress|Best Actress in a Comedy,5,Best Supporting Actress|Best Actress in a Comedy|Best Actress|Best Comedy|Best Hair & Makeup,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,1,Original Screenplay,0,,1,Excellence in Contemporary Film,0,,2,Best Actress|Best Supporting Actress,0,,3,Best Actress|Best Supporting Actress|Best Editing,0,,0,,0,,1,Supporting Actress of the Year,1,Best Edited Feature Film - Comedy,1,Best Edited Feature Film - Comedy,2,Supporting Actress of the Year|Ensemble of the Year,2,Supporting Actress of the Year|Ensemble of the Year,1,Best Supporting Actress,2,Best Supporting Actress|Best Film,1,Best Supporting Actress,4,Best Supporting Actress|Best Actress|Best Original Screenplay|Best Comedy Film,0,,2,Best Supporting Actress|Best Film Editing,0,,0,,0,,1,Best Editing,2018,1,19,5
2017,The Shape of Water,tt5580390,R,123,Adventure|Drama|Fantasy,7.9000001,86,"At a top secret research facility in the 1950s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",47034,37900000,2017-12-22,308,594,1,22,81,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,13,Best Achievement in Directing|Best Motion Picture of the Year|Best Performance by an Actress in a Leading Role|Best Performance by an Actor in a Supporting Role|Best Performance by an Actress in a Supporting Role|Best Achievement in Music Written for Motion Pictures (Original Score)|Best Original Screenplay|Best Achievement in Cinematography|Best Achievement in Costume Design|Best Achievement in Sound Editing|Best Achievement in Sound Mixing|Best Achievement in Film Editing|Best Achievement in Production Design,2,Best Director - Motion Picture|Best Original Score - Motion Picture,7,Best Director - Motion Picture|Best Original Score - Motion Picture|Best Motion Picture - Drama|Best Performance by an Actress in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture|Best Screenplay - Motion Picture,3,Best Production Design|Original Music|David Lean Award for Direction,12,Best Production Design|Original Music|David Lean Award for Direction|Best Screenplay (Original)|Best Costume Design|Best Editing|Best Film|Best Cinematography|Best Supporting Actress|Best Leading Actress|Best Sound|Best Achievement in Special Visual Effects,0,,2,Outstanding Performance by a Female Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role,4,Best Score|Best Production Design|Best Picture|Best Director,14,Best Score|Best Production Design|Best Picture|Best Director|Best Actress|Best Supporting Actor|Best Supporting Actress|Best Original Screenplay|Best Cinematography|Best Visual Effects|Best Sci-Fi/Horror Movie|Best Hair & Makeup|Best Costume Design|Best Editing,1,Outstanding Directorial Achievement in Motion Pictures,1,Outstanding Directorial Achievement in Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Period Film,1,Period Film,0,,1,Original Screenplay,0,,1,Excellence in Period Film,0,,8,Best Actress|Best Supporting Actor|Best Supporting Actress|Best Ensemble|Best Director|Best Titles Sequence|Best Movie Poster|Best Sound Mixing,1,Best Actress,8,Best Actress|Best Picture|Best Director|Best Original Screenplay|Best Supporting Actor|Best Editing|Best Cinematography|Best Ensemble,0,,0,,1,British/Irish Actress of the Year,4,British/Irish Actress of the Year|Film of the Year|Director of the Year|Actress of the Year,0,,1,Best Edited Feature Film - Dramatic,1,Editor of the Year,1,Editor of the Year,3,Best Director|Best Score|Special Honorary Award,4,Best Director|Best Score|Special Honorary Award|Best Film,0,,5,Best Picture|Best Director|Best Actress|Best Original Score|Best Visual Effects,1,Best Actress,5,Best Actress|Best Film|Best Director|Best Original Score|Best Picture,0,,0,,3,Best Cinematography|Best Actress|Best Director,5,Best Cinematography|Best Actress|Best Director|Best Music|Best Production Design,2017,12,22,5
2017,The Florida Project,tt5649144,R,111,Drama,7.80000019,92,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",15058,5660000,,126,226,71,8,23,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,Best Performance by an Actor in a Supporting Role,0,,1,Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,1,Best Supporting Actor,0,,1,Outstanding Performance by a Male Actor in a Supporting Role,1,Best Young Actor/Actress,3,Best Young Actor/Actress|Best Supporting Actor|Best Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Supporting Actor|Best Youth Performance|Best Breakthrough Performance: Female,0,,2,Best Picture|Best Breakthrough Performance,0,,0,,1,Director of the Year,3,Director of the Year|Film of the Year|Supporting Actor of the Year,0,,0,,0,,0,,1,Best Supporting Actor,2,Best Supporting Actor|Best Film,1,Best Supporting Actor,2,Best Supporting Actor|Best Supporting Actress,1,Best Supporting Actor,1,Best Supporting Actor,2,Best Director|Best Supporting Actor,2,Best Director|Best Supporting Actor,1,Best Supporting Actor,2,Best Supporting Actor|Best Picture,,,,
2017,Call Me by Your Name,tt5726616,R,132,Drama|Romance,8.30000019,93,"In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.",38170,11300000,,235,300,7,15,55,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,4,Best Performance by an Actor in a Leading Role|Best Adapted Screenplay|Best Motion Picture of the Year|Best Achievement in Music Written for Motion Pictures (Original Song),0,,3,Best Motion Picture - Drama|Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture,1,Best Screenplay (Adapted),4,Best Screenplay (Adapted)|Best Film|Best Leading Actor|David Lean Award for Direction,0,,1,Outstanding Performance by a Male Actor in a Leading Role,1,Best Adapted Screenplay,8,Best Adapted Screenplay|Best Picture|Best Actor|Best Supporting Actor|Best Supporting Actor|Best Director|Best Cinematography|Best Song,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,1,Adapted Screenplay,1,Adapted Screenplay,0,,0,,0,,9,Best Actor|Best Supporting Actor|Best Supporting Actor|Best Breakthrough Performance: Male|Best Director|Best Titles Sequence|Most Cinematic Moment|Best Movie Trailer|Best Movie Poster,2,Best Adapted Screenplay|Best Breakthrough Performance,6,Best Adapted Screenplay|Best Breakthrough Performance|Best Picture|Best Actor|Best Supporting Actor|Best Supporting Actor,0,,0,,1,Actor of the Year,5,Actor of the Year|Film of the Year|Director of the Year|Screenwriter of the Year|Supporting Actor of the Year,0,,0,,1,Breakthrough Actor,1,Breakthrough Actor,3,Best Actor|Best Adapted Screenplay|Breakthrough Artist Award,4,Best Actor|Best Adapted Screenplay|Breakthrough Artist Award|Best Film,1,Best Adapted Screenplay,7,Best Adapted Screenplay|Best Picture|Best Director|Best Actor|Best Supporting Actor|Best Original Song|Best Original Song,0,,1,Best Actor,1,Best Actor,1,Best Actor,3,Best Actor|Best Director|Best Picture,3,Best Actor|Best Director|Best Picture,,,,
